SRNo,Sno,StateCD,DistrictCD,BlockCode,SubDistrictCD,VillageCode,LabType,LabName,districtnm,blockNameEng,Email,Mobile,MNTF,BTF,STF,Prsn_Soil,Prsn_Technical,Prsn_Supporting,An_Routine,An_Full,Sa_Routine,Sa_Full,Charges_Full_Actual,Charges_Full_Charged,Charges_Routine_Actual,Charges_Routine_Charged,Govt_Funding,Static_Mobile,Status,Town_Village_Name,SubDistName,statenm,address,lat,long
1231,1028,18,1810,6325,5812,9454,Private,Papanasam Agriclinic,THANJAVUR,PAPANASAM                                         , ,0,Yes,No,No,0,1,0,0,0,0,0,0,0,53.7,50,RKVY,Static,Complete,Papanasam ,Papanasam,TAMIL NADU,PAPANASAM Papanasam THANJAVUR TAMIL NADU,,
1232,1023,18,1810,6327,5817,9472,Private,Peravurani Agriclinic,THANJAVUR,PERAVURANI                                        , ,0,Yes,No,No,0,1,0,0,0,0,0,0,0,53.7,50,RKVY,Static,Complete,Peravurani ,Peravurani,TAMIL NADU,PERAVURANI Peravurani THANJAVUR TAMIL NADU,,
1233,1025,18,1810,6328,5817,9472,Private,Sethubavasathiram Agriclinic,THANJAVUR,SETHUBHAVACHATRAM                                 , ,0,Yes,No,No,0,1,0,0,0,0,0,0,0,53.7,50,RKVY,Static,Complete,Peravurani ,Peravurani,TAMIL NADU,SETHUBHAVACHATRAM Peravurani THANJAVUR TAMIL NADU,,
1234,1426,18,1810,6321,5814,558035,KVK,SOIL AND WATER TESTING LABORATORY,THANJAVUR,BUDALUR                                           ,bmtkvk@gmail.com,9788851026,Yes,No,No,1,0,1,2000,2000,476,476,100,100,54,50,KVK,Static,Complete,Palaiyapatti Therkkusethi,Thanjavur,TAMIL NADU,BUDALUR Thanjavur THANJAVUR TAMIL NADU,,
1235,853,18,1810,6333,5810,9443,Govt,Soil Testing Laboratory,THANJAVUR,TIRUVIDAIMARUDUR                                  ,stladuthurai@gmail.com,9787890016,Yes,No,No,0,5,3,33000,33000,33000,33000,60.05,10,61.95,10,State Government Scheme,Static,Complete,Aduthurai alias Maruthuvakudi ,Thiruvidaimarudur,TAMIL NADU,TIRUVIDAIMARUDUR Thiruvidaimarudur THANJAVUR TAMIL NADU,,
1236,1036,18,1810,6330,5810,9446,Private,thirupanadal Agriclinic,THANJAVUR,THIRUPPANANDAL                                    , ,0,Yes,No,No,0,1,0,0,0,0,0,0,0,53.7,50,RKVY,Static,Complete,Thiruvidaimarudur ,Thiruvidaimarudur,TAMIL NADU,THIRUPPANANDAL Thiruvidaimarudur THANJAVUR TAMIL NADU,,
1237,1019,18,1810,6331,5813,9459,Private,Thiruvaiyaru Agriclinic,THANJAVUR,THIRUVAIYARU                                      , ,0,Yes,No,No,0,1,0,0,0,0,0,0,0,53.7,50,RKVY,Static,Complete,Thiruvaiyaru ,Thiruvaiyaru,TAMIL NADU,THIRUVAIYARU Thiruvaiyaru THANJAVUR TAMIL NADU,,
1238,1033,18,1810,6333,5810,9446,Private,Thiruvidaimaruthur Agriclinic,THANJAVUR,TIRUVIDAIMARUDUR                                  , ,0,Yes,No,No,0,1,0,0,0,0,0,0,0,53.7,50,RKVY,Static,Complete,Thiruvidaimarudur ,Thiruvidaimarudur,TAMIL NADU,TIRUVIDAIMARUDUR Thiruvidaimarudur THANJAVUR TAMIL NADU,,
1239,873,18,1814,6335,5755,9248,PSU,Primary Agriculture co-Operative Bank,THE NILGIRIS,GUDALUR                                           , ,4262261674,No,No,No,0,1,0,564,564,654,654,30,30,30,30,RKVY,Static,Complete,Gudalur ,Gudalur,TAMIL NADU,GUDALUR Gudalur THE NILGIRIS TAMIL NADU,,
1240,874,18,1814,6337,5756,440222,PSU,Primary Agriculture co-Operative Bank,THE NILGIRIS,UDHAGAMANDALAM                                    ,tmtpaccs@gmail.com,4232507706,No,No,No,1,1,0,242,242,242,242,30,30,30,30,RKVY,Static,Complete,Thummanatti,Udhagamandalam,TAMIL NADU,UDHAGAMANDALAM Udhagamandalam THE NILGIRIS TAMIL NADU,,
1241,1439,18,1814,6334,5758,9261,KVK,"Soil and Water Testing Laboratory, UPASI-KVK",THE NILGIRIS,COONOOR                                           ,upasikvk@rediffmail.com,9443870195,No,No,No,1,1,0,750,750,600,600,190,95,90,45,ICAR,Static,Complete,Coonoor ,Coonoor,TAMIL NADU,COONOOR Coonoor THE NILGIRIS TAMIL NADU,,
1242,866,18,1814,6337,5756,440221,Govt,Soil Testing Laboratory,THE NILGIRIS,UDHAGAMANDALAM                                    ,adhstlooty@gmail.com,9750063505,Yes,No,No,0,3,2,19800,19800,19800,19800,52,10,118,10,State Government Scheme,Static,Complete,Udhagamandalam ,Udhagamandalam,TAMIL NADU,UDHAGAMANDALAM Udhagamandalam THE NILGIRIS TAMIL NADU,,
1243,263,18,1824,6345,5845,309122,KVK,CENDECT KVK SOIL AND WATER TESTING LAB,THENI,UTTAMAPALAIYAM                                    ,cendectkvk@rediffmail.com,9442025109,No,No,No,1,1,1,300,0,300,0,0,0,50,50,ICAR,Static,Complete,Seepalakottai  ,Uthamapalayam,TAMIL NADU,UTTAMAPALAIYAM Uthamapalayam THENI TAMIL NADU,,
1244,1007,18,1824,6344,5844,9560,Private,GEEESS Agriclinic,THENI,THENI                                             ,kathiir-gandhi@yahoo.co.in,9443384862,No,No,No,0,1,2,800,0,800,0,0,0,65,50,RKVY,Static,Complete,Theni Allinagaram ,Theni ,TAMIL NADU,THENI Theni THENI TAMIL NADU,,
1245,1003,18,1824,6343,5843,9557,Private,Mini soil Testing Lab,THENI,PERIYAKULAM                                       ,gpsdas@yahoo.com,9443452855,No,No,No,0,1,1,600,0,600,0,0,0,65,50,RKVY,Static,Complete,Periyakulam ,Periyakulam,TAMIL NADU,PERIYAKULAM Periyakulam THENI TAMIL NADU,,
1246,1006,18,1824,6338,5846,309162,Private,Porkodiyal Agriclinic,THENI,ANDIPATTI                                         ,vanitharavikumar75@gmail.com,9942444303,No,No,No,0,1,1,1000,0,1000,0,0,0,40,50,RKVY,Static,Complete,Andipatti ,Andipatti,TAMIL NADU,ANDIPATTI Andipatti THENI TAMIL NADU,,
1247,857,18,1824,6344,5844,9560,Govt,Soil Testing Laboratory,THENI,THENI                                             ,stltheni@gmail.com,9788245300,Yes,No,No,0,3,3,27700,27700,27700,27700,120,10,120,10,State Government Scheme,Static,Complete,Theni Allinagaram ,Theni ,TAMIL NADU,THENI Theni THENI TAMIL NADU,,
1248,1187,18,1816,6356,5696,8931,Private,Annai Agriclinic cum Mini Soil Testing Laboratory,THIRUVALLUR,TIRUTTANI                                         , ,0,No,No,No,0,0,0,0,0,225,0,0,0,0,50,RKVY,Static,Complete,Tiruttani ,Tiruttani,TAMIL NADU,TIRUTTANI Tiruttani THIRUVALLUR TAMIL NADU,,
1249,1180,18,1816,6355,5694,558635,Private,Harini Agriclinic,THIRUVALLUR,SHOLAVARAM                                        , ,0,No,No,No,0,1,0,367,0,367,0,0,50,0,50,RKVY,Static,Complete,Sholavaram,Ponneri,TAMIL NADU,SHOLAVARAM Ponneri THIRUVALLUR TAMIL NADU,,
1250,1821,18,1816,6352,5698,656170,Private,Janani Agri Clinic,THIRUVALLUR,POONDI                                            ,malarmohankumar@gmail.com,9445158191,No,No,No, , , ,50,60, , , , , , ,State Government Scheme,Static,Under Progress,Poondi,Thiruvallur,TAMIL NADU,POONDI Thiruvallur THIRUVALLUR TAMIL NADU,,
1251,1178,18,1816,6351,5699,8944,Private,Loknath Agriclinic And Soil testing Laboratory,THIRUVALLUR,POONAMALLEE                                       , ,0,No,No,No,0,0,0,0,0,0,0,173,0,173,0,RKVY,Static,Complete,Poonamallee ,Poonamallee,TAMIL NADU,POONAMALLEE Poonamallee THIRUVALLUR TAMIL NADU,,
1252,897,18,1816,6357,5698,656085,Govt,Mobile Soil Testing Laboratory,THIRUVALLUR,TIRUVALLUR                                        ,mstlthiruvallur@gmail.com,9442012008,Yes,No,No,0,3,2,18000,9000,18500,29000,134,10,118,10,State Government Scheme,Mobile,Complete,Kakkalur ,Thiruvallur,TAMIL NADU,TIRUVALLUR Thiruvallur THIRUVALLUR TAMIL NADU,,
1253,1183,18,1816,6357,5698,655915,PSU,PACB  Agriclinic,THIRUVALLUR,TIRUVALLUR                                        , ,0,No,No,No,0,1,0,3000,0,3000,0,0,30,0,30,RKVY,Static,Complete,Ikkadu   ,Thiruvallur,TAMIL NADU,TIRUVALLUR Thiruvallur THIRUVALLUR TAMIL NADU,,
1254,1188,18,1816,6358,5696,558690,PSU,PACB  Agriclinic,THIRUVALLUR,TIRUVELANGADU                                     , ,0,No,No,No,0,0,0,0,0,1187,0,0,0,0,50,RKVY,Static,Complete,Thiruvelangadu,Tiruttani,TAMIL NADU,TIRUVELANGADU Tiruttani THIRUVALLUR TAMIL NADU,,
1255,1190,18,1816,6354,5698,8936,PSU,PACB  Agriclinic,THIRUVALLUR,R.K.PET                                           , ,0,No,No,No,0,0,0,0,0,1065,0,0,0,0,0,RKVY,Static,Complete,Thiruvallur ,Thiruvallur,TAMIL NADU,R.K.PET Thiruvallur THIRUVALLUR TAMIL NADU,,
1256,1181,18,1816,6349,5694,8927,PSU,PACB  Agriclinic,THIRUVALLUR,MINJUR                                            , ,0,No,No,No,0,0,0,1640,0,0,0,0,0,0,0,RKVY,Static,Complete,Minjur ,Ponneri,TAMIL NADU,MINJUR Ponneri THIRUVALLUR TAMIL NADU,,
1257,1189,18,1816,6350,5697,558407,PSU,PACB  Agriclinic,THIRUVALLUR,PALLIPATTU                                        ,gpvelliyagaram@gmail.com,4427843241,No,No,No,0,1,2,1200,1500,1300,1500,0,50,0,50,RKVY,Static,Complete,Veliagaram ,Pallipattu,TAMIL NADU,PALLIPATTU Pallipattu THIRUVALLUR TAMIL NADU,,
1258,1737,18,1816,6357,5698,655949,KVK,Soil and  Water Testing  Lab,THIRUVALLUR,TIRUVALLUR                                        ,kvktirur@tnau.ac.in,9443477595,No,No,No,0,0,0,500,0,200,0,500,0,250,25,Tamil  Nadu  Agricultural  University,Mobile,Complete,Tirur,Thiruvallur,TAMIL NADU,TIRUVALLUR Thiruvallur THIRUVALLUR TAMIL NADU,,
1259,1179,18,1816,6353,5701,8955,Private,Sri Annapoorna Agriclinic,THIRUVALLUR,PULAL                                             , ,0,No,No,No,0,0,0,0,0,0,0,0,100,0,100,RKVY,Static,Complete,Puzhal ,Mathavaram,TAMIL NADU,PULAL Mathavaram THIRUVALLUR TAMIL NADU,,
1260,1186,18,1816,6356,5696,8931,Private,surya Agriclinic,THIRUVALLUR,TIRUTTANI                                         , ,0,No,No,No,0,0,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Tiruttani ,Tiruttani,TAMIL NADU,TIRUTTANI Tiruttani THIRUVALLUR TAMIL NADU,,
1261,831,18,1816,6357,5698,656085,Govt,Thiruvallur,THIRUVALLUR,TIRUVALLUR                                        ,stl2013thiruvallur@gmail.com,9443618746,Yes,No,No,0,4,2,26000,13000,29000,35000,70,10,82,10,State Government Scheme,Static,Complete,Kakkalur ,Thiruvallur,TAMIL NADU,TIRUVALLUR Thiruvallur THIRUVALLUR TAMIL NADU,,
1262,1184,18,1816,6348,5698,656088,Private,Vasantham Agriclinic,THIRUVALLUR,KADAMBATHUR                                       , ,0,No,No,No,0,0,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Kadambathur ,Thiruvallur,TAMIL NADU,KADAMBATHUR Thiruvallur THIRUVALLUR TAMIL NADU,,
1263,1182,18,1816,6347,5693,8923,Private,Veera Agriclinic,THIRUVALLUR,GUMMIDIPUNDI                                      , ,0,No,No,No,0,1,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Gummidipoondi ,Gummidipoondi,TAMIL NADU,GUMMIDIPUNDI Gummidipoondi THIRUVALLUR TAMIL NADU,,
1264,978,18,1822,6367,5806,9431,Private,Agri clinic,THIRUVARUR,THIRUVARUR                                        , ,4367260155,Yes,No,No,0,1,0,5000,5000,100,100,60,50,60,50,RKVY,Static,Complete,Thiruvarur ,Thiruvarur,TAMIL NADU,THIRUVARUR Thiruvarur THIRUVARUR TAMIL NADU,,
1265,982,18,1822,6367,5806,9431,Private,Agri clinic,THIRUVARUR,THIRUVARUR                                        , ,0,Yes,No,No,0,1,0,5000,5000,100,100,60,50,60,50,RKVY,Static,Complete,Thiruvarur ,Thiruvarur,TAMIL NADU,THIRUVARUR Thiruvarur THIRUVARUR TAMIL NADU,,
1266,938,18,1822,6367,5806,9431,Private,Agriclinic,THIRUVARUR,THIRUVARUR                                        , ,9842421966,Yes,No,No,0,1,0,5000,5000,100,100,60,50,60,60,RKVY,Static,Complete,Thiruvarur ,Thiruvarur,TAMIL NADU,THIRUVARUR Thiruvarur THIRUVARUR TAMIL NADU,,
1267,939,18,1822,6367,5806,9431,Private,Agriclinic,THIRUVARUR,THIRUVARUR                                        , ,9842421966,Yes,No,No,0,1,0,5000,5000,100,100,60,50,60,50,RKVY,Static,Complete,Thiruvarur ,Thiruvarur,TAMIL NADU,THIRUVARUR Thiruvarur THIRUVARUR TAMIL NADU,,
1268,940,18,1822,6367,5806,9431,Private,Agriclinic,THIRUVARUR,THIRUVARUR                                        , ,9443316483,Yes,No,No,0,1,0,5000,5000,100,100,60,50,60,50,RKVY,Static,Complete,Thiruvarur ,Thiruvarur,TAMIL NADU,THIRUVARUR Thiruvarur THIRUVARUR TAMIL NADU,,
1269,941,18,1822,6362,5808,614057,Private,Agriclinic,THIRUVARUR,KOTTUR                                            , ,9600982720,Yes,No,No,0,1,0,5000,5000,100,100,60,50,60,50,RKVY,Static,Complete,Panaiyur,Mannargudi,TAMIL NADU,KOTTUR Mannargudi THIRUVARUR TAMIL NADU,,
1270,907,18,1822,6367,5806,9431,Govt,Mobile Soil Testing Laboratory,THIRUVARUR,THIRUVARUR                                        ,stltvr2011@gmail.com,4366251686,Yes,No,No,0,2,1,18000,18000,18000,18000,100,10,100,10,State Government Scheme,Mobile,Complete,Thiruvarur ,Thiruvarur,TAMIL NADU,THIRUVARUR Thiruvarur THIRUVARUR TAMIL NADU,,
1271,981,18,1822,6367,5806,9431,PSU,PACB-Mini STL Engan,THIRUVARUR,THIRUVARUR                                        , ,0,Yes,No,No,0,1,0,5000,5000,100,100,60,50,60,50,RKVY,Static,Complete,Thiruvarur ,Thiruvarur,TAMIL NADU,THIRUVARUR Thiruvarur THIRUVARUR TAMIL NADU,,
1272,977,18,1822,6367,5806,9431,PSU,PACB-Mini STL Mankudi,THIRUVARUR,THIRUVARUR                                        , ,0,Yes,No,No,0,1,0,5000,5000,100,100,60,50,60,50,RKVY,Static,Complete,Thiruvarur ,Thiruvarur,TAMIL NADU,THIRUVARUR Thiruvarur THIRUVARUR TAMIL NADU,,
1273,979,18,1822,6367,5806,9431,PSU,PACB-Mini STL Peralam,THIRUVARUR,THIRUVARUR                                        , ,0,Yes,No,No,0,1,0,5000,5000,100,100,60,50,60,50,RKVY,Static,Complete,Thiruvarur ,Thiruvarur,TAMIL NADU,THIRUVARUR Thiruvarur THIRUVARUR TAMIL NADU,,
1274,980,18,1822,6367,5806,9431,PSU,PACB-Mini STL Thethiyur,THIRUVARUR,THIRUVARUR                                        , ,0,Yes,No,No,0,1,0,5000,5000,100,100,60,50,60,50,RKVY,Static,Complete,Thiruvarur ,Thiruvarur,TAMIL NADU,THIRUVARUR Thiruvarur THIRUVARUR TAMIL NADU,,
1275,855,18,1822,6367,5806,9431,Govt,Soil Testing Laboratory,THIRUVARUR,THIRUVARUR                                        ,stltvr2011@gmail.com,9487623398,Yes,No,No,0,4,4,26400,26400,26400,26400,60,10,60,10,State Government Scheme,Static,Complete,Thiruvarur ,Thiruvarur,TAMIL NADU,THIRUVARUR Thiruvarur THIRUVARUR TAMIL NADU,,
1276,1767,18,1822,6366,5807,9433,KVK,SOIL WATER TESTING LAB,THIRUVARUR,NIDAMANGALAM                                      ,kvkndm@tnau.ac.in,436726066,No,No,No,0,1,0,750,1250,750,1250,150,150,25,25,State Government Scheme,Static,Complete,Needamangalam ,Needamangalam,TAMIL NADU,NIDAMANGALAM Needamangalam THIRUVARUR TAMIL NADU,,
1277,890,18,1828,6423,5862,9629,Private,Agriclinic cum MinisoilTesting Laboratory,THOOTHUKUDI,KAYATHAR                                          ,tnpl52@gmail.com,9789558380,No,No,No,0,0,1,0,0,1000,0,0,50,0,50,RKVY,Static,Complete,Kayatharu ,Kovilpatti,TAMIL NADU,KAYATHAR Kovilpatti THOOTHUKUDI TAMIL NADU,,
1278,892,18,1828,6424,5862,9626,Private,Agriclinic cum MinisoilTesting Laboratory,THOOTHUKUDI,KOVILPATTI                                        ,934.nallatinputhurpaccb@gmail.com,9443551838,No,No,No,0,0,0,0,0,0,0,0,50,0,50,RKVY,Static,Complete,Kovilpatti ,Kovilpatti,TAMIL NADU,KOVILPATTI Kovilpatti THOOTHUKUDI TAMIL NADU,,
1279,893,18,1828,6425,5865,351625,Private,Agriclinic cum MinisoilTesting Laboratory,THOOTHUKUDI,OTTAPIDARAM                                       ,eppodumvendranpacs@gmail.com,9003413040,No,No,No,0,0,0,0,0,0,0,0,50,0,50,RKVY,Static,Complete,Ottappidaram,Ottapidaram,TAMIL NADU,OTTAPIDARAM Ottapidaram THOOTHUKUDI TAMIL NADU,,
1280,891,18,1828,6426,5864,9634,Private,Agriclinic cum MinisoilTesting Laboratory,THOOTHUKUDI,PUDUR                                             , ,9994206183,No,No,No,0,0,0,0,0,0,0,0,50,0,50,RKVY,Static,Complete,Vilathikulam ,Vilathikulam,TAMIL NADU,PUDUR Vilathikulam THOOTHUKUDI TAMIL NADU,,
1281,888,18,1828,6427,5869,9654,Private,Agriclinic cum MinisoilTesting Laboratory,THOOTHUKUDI,SATTANKULAM                                       ,sathankulampaccb@gmail.com,9443544198,No,No,No,0,0,0,0,0,0,0,0,50,0,50,RKVY,Static,Complete,Sathankulam ,Sathankulam,TAMIL NADU,SATTANKULAM Sathankulam THOOTHUKUDI TAMIL NADU,,
1282,887,18,1828,6428,5867,9641,Private,Agriclinic cum MinisoilTesting Laboratory,THOOTHUKUDI,SRIVAIKUNDAM                                      ,mukkanipaccb@gmail.com,9486607992,No,No,No,0,0,0,0,0,0,0,0,50,0,50,RKVY,Static,Complete,Srivaikuntam ,Srivaikuntam,TAMIL NADU,SRIVAIKUNDAM Srivaikuntam THOOTHUKUDI TAMIL NADU,,
1283,886,18,1828,6429,5866,351653,Private,Agriclinic cum MinisoilTesting Laboratory,THOOTHUKUDI,THOOTHUKKUDI                                      ,pudukottai78@gmail.com,9367751219,No,No,No,0,0,1,0,0,250,0,0,50,0,50,RKVY,Static,Complete,Thoothukudi,Thoothukkudi,TAMIL NADU,THOOTHUKKUDI Thoothukkudi THOOTHUKUDI TAMIL NADU,,
1284,889,18,1828,6431,5868,9652,Private,Agriclinic cum MinisoilTesting Laboratory,THOOTHUKUDI,UDANGUDI                                          ,udangudipaccb@gmail.co,9443416111,No,No,No,0,0,0,0,0,0,0,0,50,0,50,RKVY,Static,Complete,Udangudi ,Tiruchendur,TAMIL NADU,UDANGUDI Tiruchendur THOOTHUKUDI TAMIL NADU,,
1285,911,18,1828,6424,5862,9626,Govt,Mobile Soil Testing Laboratory,THOOTHUKUDI,KOVILPATTI                                        ,mstlkvp2013@yahoo.com,9443538356,Yes,No,No,0,3,2,18000,18000,18000,18000,209.42,10,209.42,10,State Government Scheme,Mobile,Complete,Kovilpatti ,Kovilpatti,TAMIL NADU,KOVILPATTI Kovilpatti THOOTHUKUDI TAMIL NADU,,
1286,1360,18,1828,6429,5866,351766,KVK,SCAD KVK,THOOTHUKUDI,THOOTHUKKUDI                                      ,pcscadkvk@gmail.com,9942978627,No,No,No,0,1,0,2000,0,410,0,300,0,50,50,ICAR,Static,Complete,Mudivaithanendal,Thoothukkudi,TAMIL NADU,THOOTHUKKUDI Thoothukkudi THOOTHUKUDI TAMIL NADU,,
1287,864,18,1828,6424,5862,352074,Govt,Soil Testing Laboratory,THOOTHUKUDI,KOVILPATTI                                        ,stlkovilpatti@yahoo.com,9686214560,Yes,No,No,0,6,4,39600,39600,39600,39600,268,10,305,10,State Government Scheme,Static,Complete,Kovilpatti ,Kovilpatti,TAMIL NADU,KOVILPATTI Kovilpatti THOOTHUKUDI TAMIL NADU,,
1288,1654,18,1808,6374,5778,522100,Private,Amirthavarshini Agriclinic,TIRUCHIRAPPALLI,MANIKANDAM                                        , ,9865341110,No,No,No,0,1,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Somarasampettai,Srirangam,TAMIL NADU,MANIKANDAM Srirangam TIRUCHIRAPPALLI TAMIL NADU,,
1289,1074,18,1808,6377,5777,9340,Private,Annai agriclinic,TIRUCHIRAPPALLI,PULLAMBADI                                        , ,9786794893,No,No,No,0,0,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Pullampadi ,Lalgudi,TAMIL NADU,PULLAMBADI Lalgudi TIRUCHIRAPPALLI TAMIL NADU,,
1290,1072,18,1808,6382,5775,424204,Private,Arjun Agriclinic,TIRUCHIRAPPALLI,UPPILIAPURAM                                      , ,9500481686,No,No,No,0,0,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Pachaperumalpatti North,Thuraiyur,TAMIL NADU,UPPILIAPURAM Thuraiyur TIRUCHIRAPPALLI TAMIL NADU,,
1291,1063,18,1808,6370,5778,522082,Private,Gururaj  Agriclinic,TIRUCHIRAPPALLI,ANDANALLUR                                        , ,9788548575,No,No,No,0,0,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Pettavathalai ,Srirangam,TAMIL NADU,ANDANALLUR Srirangam TIRUCHIRAPPALLI TAMIL NADU,,
1292,1068,18,1808,6376,5774,9330,Private,Krishcare Agriclinic,TIRUCHIRAPPALLI,MUSIRI                                            , ,9842713788,No,No,No,0,0,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Musiri ,Musiri,TAMIL NADU,MUSIRI Musiri TIRUCHIRAPPALLI TAMIL NADU,,
1293,1069,18,1808,6376,5774,424443,PSU,PACB  Agriclinic,TIRUCHIRAPPALLI,MUSIRI                                            , ,9443574895,No,No,No,0,0,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Thulayanatham,Musiri,TAMIL NADU,MUSIRI Musiri TIRUCHIRAPPALLI TAMIL NADU,,
1294,1066,18,1808,6373,5781,521830,PSU,PACB  Agriclinic,TIRUCHIRAPPALLI,MANAPPARAI                                        , ,4332277337,No,No,No,0,0,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Valanadu ,Manapparai,TAMIL NADU,MANAPPARAI Manapparai TIRUCHIRAPPALLI TAMIL NADU,,
1295,1064,18,1808,6379,5780,521938,PSU,PACB  Agriclinic,TIRUCHIRAPPALLI,THIRUVERAMBUR                                     , ,9442360409,No,No,No,0,0,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Natarajapuram,Thiruverumbur,TAMIL NADU,THIRUVERAMBUR Thiruverumbur TIRUCHIRAPPALLI TAMIL NADU,,
1296,1070,18,1808,6380,5773,9326,Private,PACB  Agriclinic,TIRUCHIRAPPALLI,THOTTIAM                                          , ,4326254460,No,No,No,0,0,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Thottiyam ,Thottiyam,TAMIL NADU,THOTTIAM Thottiyam TIRUCHIRAPPALLI TAMIL NADU,,
1297,1071,18,1808,6381,5775,9334,Private,Raja Agriclinic,TIRUCHIRAPPALLI,TURAIYUR                                          , ,9842421012,No,No,No,0,0,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Thuraiyur ,Thuraiyur,TAMIL NADU,TURAIYUR Thuraiyur TIRUCHIRAPPALLI TAMIL NADU,,
1298,1065,18,1808,6373,5781,521974,Private,Rathina agri consulting centre,TIRUCHIRAPPALLI,MANAPPARAI                                        , ,9943603385,No,No,No,0,0,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Madampatti,Manapparai,TAMIL NADU,MANAPPARAI Manapparai TIRUCHIRAPPALLI TAMIL NADU,,
1299,1073,18,1808,6372,5776,9337,Private,Shanthi Agriclinic,TIRUCHIRAPPALLI,MANACHANELLUR                                     , ,9965571403,No,No,No,0,0,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Manachanallur ,Manachanallur,TAMIL NADU,MANACHANELLUR Manachanallur TIRUCHIRAPPALLI TAMIL NADU,,
1300,845,18,1808,6374,5779,9346,Govt,Soil Testing Laboratory,TIRUCHIRAPPALLI,MANIKANDAM                                        ,soiltestl@yahoo.com,9443672200,Yes,No,No,0,5,5,33000,33000,33000,33000,115,10,120,10,State Government Scheme,Static,Complete,Tiruchirappalli ,Tiruchirappalli,TAMIL NADU,MANIKANDAM Tiruchirappalli TIRUCHIRAPPALLI TAMIL NADU,,
1301,1831,18,1808,6370,5778,9344,KVK,SWTL,TIRUCHIRAPPALLI,ANDANALLUR                                        ,kvksgm@tnau.ac.in,9659034441,No,No,No,1,1,0,600,0,450,0,0,0,25,25,ICAR,Static,Complete,Sirugamani ,Srirangam,TAMIL NADU,ANDANALLUR Srirangam TIRUCHIRAPPALLI TAMIL NADU,,
1302,1541,18,1813,6386,5878,9693,Private,Amirtha Mini Soil Testing Laboratory,TIRUNELVELI,CHERANMAHADEVI                                    ,psnainar@gmail.com,9585519851,No,No,No,0,1,2,3040,3100,3040,3100,75,50,75,50,RKVY,Static,Complete,Ambasamudram ,Ambasamudram,TAMIL NADU,CHERANMAHADEVI Ambasamudram TIRUNELVELI TAMIL NADU,,
1303,1555,18,1813,6401,5880,395266,Private,Diana Agriclinic,TIRUNELVELI,VALLIYOOR                                         ,r.diana@rediffmail.com,9486159731,No,No,No,0,1,1,120,0,0,0,0,0,50,50,RKVY,Static,Complete,Radhapuram,Radhapuram,TAMIL NADU,VALLIYOOR Radhapuram TIRUNELVELI TAMIL NADU,,
1304,1546,18,1813,6394,5879,9704,Private,Kisan AgrocareLab,TIRUNELVELI,NANGUNERI                                         , ,9487371147,No,No,No,0,0,0,0,0, , , , , , ,RKVY,Static,Under Progress,Nanguneri ,Nanguneri,TAMIL NADU,NANGUNERI Nanguneri TIRUNELVELI TAMIL NADU,,
1305,1547,18,1813,6398,5871,9663,Private,Niruppa  Agriclinic,TIRUNELVELI,SANKARANKOVIL                                     ,rramasubbuagri@gmail.com,9443555912,No,No,No,0,1,0,1000,0,200,0,0,0,35,50,RKVY,Static,Complete,Sankarankoil ,Sankarankoil,TAMIL NADU,SANKARANKOVIL Sankarankoil TIRUNELVELI TAMIL NADU,,
1306,1553,18,1813,6402,5870,9660,Private,Oreethi Agriclinic,TIRUNELVELI,VASUDEVANALLUR                                    , ,9865389385,No,No,No,0,1,0,0,0,0,0,0,0,0,0,RKVY,Static,Complete,Puliankudi ,Sivagiri,TAMIL NADU,VASUDEVANALLUR Sivagiri TIRUNELVELI TAMIL NADU,,
1307,1545,18,1813,6390,5872,408247,PSU,PACB  Agriclinic,TIRUNELVELI,KEELAPAVOOR                                       , ,9442452125,No,No,No,0,0,1,1500,2000,370,620,50,0,50,50,RKVY,Static,Complete,Veerakeralampudur,Veerakeralamputhur,TAMIL NADU,KEELAPAVOOR Veerakeralamputhur TIRUNELVELI TAMIL NADU,,
1308,1549,18,1813,6391,5871,9662,PSU,PACCS Agriclinic,TIRUNELVELI,KURUVIKULAM                                       , ,9442332808,No,No,No,0,1,0,0,0,0,0,0,0,50,50,RKVY,Static,Complete,Thiruvenkadam ,Sankarankoil,TAMIL NADU,KURUVIKULAM Sankarankoil TIRUNELVELI TAMIL NADU,,
